vote,tw_time,twitter_user_id,twitter_user_name,twitter_user_screen_name,twitter_user_followers_count,vote_url,is_quote,twitter_user_prof,main,delta_hours
B,2021-12-29 18:26:32+09:00,289960884,waka (っ･д･)≡⊃,hirawaka3,142,twitter.com/hirawaka3/status/1476122453080690694,False,"FF14　Mana chocobo
主な用途グラブル、FF、SSBU　たまにリアルの話題",other,0
B,2021-12-29 18:26:45+09:00,1159518968467484672,クレータ,kitanai_monkey,161,twitter.com/kitanai_monkey/status/1476122509280157696,False,スマブラパルテナ　ウマ娘ファインモーション,other,0
B,2021-12-29 18:27:20+09:00,2489563441,のっとん,notonoto_mby,1590,twitter.com/notonoto_mby/status/1476122653262237698,False,ポケモン王者決定戦(全国大会)2020準優勝/ダブルバトルランクバトルシーズン14最終1位/スマメイトレート2100/第272回タミスマ優勝/最近はスマオフ頑張ってます,other,0
A,2021-12-29 18:27:24+09:00,1309651244386979840,ヒビヤ@ダンガンロンパキッズ,Saihara_097,149,twitter.com/Saihara_097/status/1476122671675248643,True,SSBU:Lucario/剣盾最高2206/(i:@utsuro_DR様),other,0
A,2021-12-29 18:27:31+09:00,1135403661524258816,かん,kanchigai556,5,twitter.com/kanchigai556/status/1476122701261832196,False,初代64版からのスマブラ好き。ゼルダ&ルキナ。今作ＳＰでは楽しみたい。ひっそりと。目をいたわります。,other,0
A,2021-12-29 18:27:40+09:00,1068356423770267648,くび/kubi,kubi_games,306,twitter.com/kubi_games/status/1476122738192711682,False,スマブラでルイージ使ってます！／ 静岡西部 ／ アイコンとヘッダーは友人作 ／ オフレポ書いてます→ https://t.co/PesLikVu4B,other,0
B,2021-12-29 18:27:56+09:00,1137328153431437312,🦋あいすちゃん🦋,Aisu_Sheik,820,twitter.com/Aisu_Sheik/status/1476122803472855040,False,DLCのせいでモチベがないksシーク使い アニメが好き,other,0
A,2021-12-29 18:28:05+09:00,1100360337751044097,ドイモイ(DOI),doimoimaster,294,twitter.com/doimoimaster/status/1476122843176140805,True,月姫リメイクと9-nine-やってくれ。,other,0
B,2021-12-29 18:28:18+09:00,1400623746415693828,パサン,pasan_return,25,twitter.com/pasan_return/status/1476122897706254342,False,一般キモオタク,other,0
B,2021-12-29 18:28:30+09:00,182091449,いたこらぶ,itako_love,294,twitter.com/itako_love/status/1476122946150477827,False,"プロデューサーです。
担当：佐久間まゆ、白菊ほたる、クラリス、馬場このみ、福田のり子、永吉昴",other,0
B,2021-12-29 18:28:43+09:00,1287395066554662916,ケミー,kmmyy7,45,twitter.com/kmmyy7/status/1476123002291240960,False,ソニック　お手柔らかにお願いします,sonic,0
B,2021-12-29 18:28:53+09:00,1088972857248370688,れんす,Lenth0621,174,twitter.com/Lenth0621/status/1476123043877769216,False,シュルクつかわれ,other,0
A,2021-12-29 18:29:50+09:00,1116124943408713728,AI''et/あいえっと,AI_et_GG_2,611,twitter.com/AI_et_GG_2/status/1476123284207185925,True,"AI''etと申します。ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
【https://t.co/WORvxRabb0】OPENREC
【https://t.co/uJWUvHmirV】ミルダム
     高専/ReoNa/プロフ絵はもりのさんに書いて頂きました
封印動画勢ミノリス",other,0
B,2021-12-29 18:29:54+09:00,1148240434403037184,銀。,Gin_Lynel,57,twitter.com/Gin_Lynel/status/1476123299839365127,False,風花雪月とブレワイとスマブラ観戦が大好きな学生 自称白樺キング Pon's,other,0
B,2021-12-29 18:30:57+09:00,1096612443462066176,ミルナ,miruna_smash,587,twitter.com/miruna_smash/status/1476123563749146624,False,スマブラ関連のアカウントです ゼルダ使ってます いいねマシーン 絵にいいねしがち えち絵もするので気をつけて,other,0
A,2021-12-29 18:30:59+09:00,3069681108,サンマ,GameraMark6,392,twitter.com/GameraMark6/status/1476123572037091332,False,趣味用アカウント スマブラSP🦔👩‍🏫長岡対戦会主催その2,other,0
A,2021-12-29 18:31:00+09:00,538815054,めんま,zitsuhamenma,315,twitter.com/zitsuhamenma/status/1476123576000729096,False,スマ勢ぶろーでぃあおし 絵描いてり 未成年✖️,other,0
B,2021-12-29 18:31:18+09:00,979521818666049536,浦松あばば,UrAmA_2,152,twitter.com/UrAmA_2/status/1476123653524062209,False,ギャグめな漫画を描くタイプの人類,other,0
B,2021-12-29 18:31:25+09:00,265391479,ナナフシ,Baccasho,1437,twitter.com/Baccasho/status/1476123680472440838,False,天動万象,other,0
B,2021-12-29 18:31:50+09:00,1088366100495065089,まつんとす,tm_ssbu,199,twitter.com/tm_ssbu/status/1476123786902933504,False,"ノックアウトシティ
ドラクエウォーク
スマブラ",other,0
B,2021-12-29 18:31:55+09:00,3139394953,コメ|Kome👺,komesuma,25059,twitter.com/komesuma/status/1476123808423903234,False,GUREN所属@Team_Guren スマブラでシュルクを極める。日本ランキング9位。世界ランキング25位。他ゲー呟く用(@komesumaaa) お仕事の依頼はこちら：team@guren.jp,other,0
A,2021-12-29 18:32:02+09:00,3062816190,くぬぎ,kunugiz,91,twitter.com/kunugiz/status/1476123835921760264,False,スマブラSP ツイートは大体独り言です ゲーム観戦が好きです,other,0
A,2021-12-29 18:32:12+09:00,1209522369938653185,yo_oy,Secret_Powerrrr,14,twitter.com/Secret_Powerrrr/status/1476123877789306880,False,スマブラ CHC LOTTE 日記ツイ多め,other,0
B,2021-12-29 18:32:16+09:00,842996013463818240,ば,bara_lineq,182,twitter.com/bara_lineq/status/1476123894956576769,False,きゅうみん。,other,0
B,2021-12-29 18:32:28+09:00,1442796381953949703,TAKATOO,takatugran,4,twitter.com/takatugran/status/1476123944638087168,False,川島芳子,other,0
B,2021-12-29 18:32:28+09:00,231018426,sae,_sae1108,161,twitter.com/_sae1108/status/1476123945040760834,False,,other,0
A,2021-12-29 18:32:33+09:00,3225463681,がるしあ,matsu1203fs,273,twitter.com/matsu1203fs/status/1476123966695968770,False,外人　すまぶら,other,0
B,2021-12-29 18:33:05+09:00,1232237609167966208,suban,suban06859719,221,twitter.com/suban06859719/status/1476124102402674690,False,医者とガオちゃん+ワニ みずえな尊し 一応ソニック窓民 学校  気分で配信する そろそろ勉強しないと流石にまずい,sonic,0
B,2021-12-29 18:33:20+09:00,1201788210302439424,あふぁろん,AFA_60N,18,twitter.com/AFA_60N/status/1476124164969099265,False,ゲームするだけ 懲役X年 ssbu 麻雀 HSバトグラmobaのやる気なし,other,0
B,2021-12-29 18:33:34+09:00,710240282,S字矢印・K,yazirusi_S,164,twitter.com/yazirusi_S/status/1476124222842093572,False,遊戯王/デッキ破壊、スプラ2/ロンブラ・チームANA（旧）、スマブラ/パックマン、 AviUtlスクリプトとか作ってます。スクリプトなどに関する質問や要望は、リプライかDMかマシュマロ(https://t.co/7qv0UJS8vZ)で。,other,0
B,2021-12-29 18:33:47+09:00,1273995189023936515,ゆき,yuki_ssbu770,2236,twitter.com/yuki_ssbu770/status/1476124275874885634,False,スマブラは闇のゲーム,other,0
A,2021-12-29 18:33:51+09:00,813154464,かのま,kz_b2106p,967,twitter.com/kz_b2106p/status/1476124295298707463,False,among us スマブラ カラオケ,other,0
B,2021-12-29 18:33:51+09:00,139072805,YON,yoyoyo_4,2200,twitter.com/yoyoyo_4/status/1476124295646806019,False,"YON(よん)、ゲーム好きの鳩です。ブログと配信してます
スマブラSP リトルマック セフィロス チーム好き、スプラトゥーン2、ボードゲーム、詳細プロフ https://t.co/0iOhGsyFbD",other,0
A,2021-12-29 18:34:00+09:00,3011169788,れじん/Resin,ResinToonlink,1698,twitter.com/ResinToonlink/status/1476124331361325062,False,"SSBU(ToonLink, Link) 都内・茨城オフ 

つくブラスタッフ【@TSUKUBURA】 
トゥーン窓主【@ToonLink_c】 
ブロ解リムご自由に 

アイコン: @Tolin_Black",other,0
B,2021-12-29 18:34:01+09:00,1298247236103495681,M.T.H@にじのぼりキッズ,Nijinoborikids,1013,twitter.com/Nijinoborikids/status/1476124337120120833,False,クラウド窓入ってます！憧れはにじのぼりさん！にじのぼりさん→@NTquz 3バカ かきの→@kakino_marioまめっち→@mameti_Lui  おまよわ→@zinzen_omatsuyo,other,0
B,2021-12-29 18:34:04+09:00,1398926435750879242,unity,unity15122767,12,twitter.com/unity15122767/status/1476124348251766784,False,ゆにてぃーと読みます,other,0
B,2021-12-29 18:34:31+09:00,1264275515327668224,大学生の趣味垢,Palu_PyraMythra,7,twitter.com/Palu_PyraMythra/status/1476124463695818752,False,天鳳六段 Palutena/Pythra,other,0
A,2021-12-29 18:34:36+09:00,1174620621914828800,ニシオンデンザメ🦈〈 ﹏´ ›› ∋ )≪,Erisreflet,432,twitter.com/Erisreflet/status/1476124482977026048,False,無言フォロー失礼します。ユナイトs2レート1400、ゼラオラカイリュー使います裏垢(@Eris__sub)絡んでくれたらフォロー返します,other,0
B,2021-12-29 18:34:44+09:00,1271104966980022277,もたつ,mo_ta_tsu,255,twitter.com/mo_ta_tsu/status/1476124515373826049,False,スマブラSP (ダムス),other,0
A,2021-12-29 18:34:45+09:00,1323997893955448836,ラピシオン(Lapixion),Lapixion_SSBU,917,twitter.com/Lapixion_SSBU/status/1476124520398622724,False,ssbu player main Bowser R.O.B. 16.20回スマバト17位 21回スマバト25位カミスマ準優勝 平日カミスマ優勝 アイアンマンチャレンジ5:46:12 最高レート2011 オフ大会主催してます(@LapisumaSP)サブ(@Lapixion_sub),other,0
A,2021-12-29 18:34:46+09:00,1152936510955503617,あでででで,adeeeeeeeeede,17,twitter.com/adeeeeeeeeede/status/1476124523108126722,False,もしかしたらいい人かもしれません,other,0
B,2021-12-29 18:34:50+09:00,1443130081459662848,ぺっつ,pets_gam,11,twitter.com/pets_gam/status/1476124543710539776,False,Switch勢 スマブラ BBCF メルブラ,other,0
B,2021-12-29 18:34:52+09:00,2177670241,ヒョウガ,hyouga_1220,145,twitter.com/hyouga_1220/status/1476124548345241603,False,"ソウルメイトであり、すこん部🌽でもある
ゼルダの伝説/スマブラSP/リングフィット/あつ森",other,0
A,2021-12-29 18:34:56+09:00,763371819424288768,かっきぃ/k4kkiy,k4kkiy,599,twitter.com/k4kkiy/status/1476124569027354628,False,SSBU:Link Sora スマオフに出没します,other,0
B,2021-12-29 18:35:05+09:00,2583555631,さがら,radilliso,554,twitter.com/radilliso/status/1476124606562201609,False,ギター/成蹊大学/軽音団体FolkTown/スマブラ ネス 既卒 アイコンはぱせりまんです,other,0
B,2021-12-29 18:35:05+09:00,1011609600880070656,knight,k_nightoon,249,twitter.com/k_nightoon/status/1476124603307429892,False,@Aegis_3k のキッズです( ˊᵕˋ ;)💦,other,0
B,2021-12-29 18:35:07+09:00,1106784774272643072,navi,naviDaisy,333,twitter.com/naviDaisy/status/1476124611830239234,False,"SSBU/Main:Daisy🌼,Sub:Peach🍑/町田オフとかにたまにいます/明大すまさー",other,0
A,2021-12-29 18:35:25+09:00,748740626816995328,あい ver.2,aiB_ver2,486,twitter.com/aiB_ver2/status/1476124687956852742,False,主な趣味：ポケモン TCG アニメ 読書 。浅く広くいろいろ。シャドバ（名前：ヴォックス。2016/11/19に開始。4/18にMaster）、花騎士、ポケマスEX、デュエプレ、トムジェリ。ゲーム内ではヴォックス、ういろう。ミバではよう☆。フォロバは気分。クソリプ送るマン。最近欲しいもの「時間」,other,0
B,2021-12-29 18:35:31+09:00,1206870687794618368,むひがる🐺,muhigattara1170,445,twitter.com/muhigattara1170/status/1476124713910894593,False,スマブラSP ウルフ単 R1698 全キャラVIPたまにたいぼしてます。,other,0
A,2021-12-29 18:35:33+09:00,616848418,小豆虫,syodomushi,803,twitter.com/syodomushi/status/1476124721389654022,False,"こまめむし
村上巴 カードbot（@CGtomoe_cardbot）も
アイコンはしぐれせせり(@shigured )さんより
専属絵描きらしい(@mtykGAkmb)
沢渡楓,たまゆら
主にアイマス。担当:村上巴 副担当:久川
https://t.co/0iTPGypgrE",other,0
B,2021-12-29 18:35:53+09:00,1153675018821177345,あほにゃ,zuraneko_eren,1210,twitter.com/zuraneko_eren/status/1476124806760534024,False,SSBU K.DDD サブ Olimar 尊敬する人は小橋建太さん、櫻川めぐさん、つぼつぼさん 最強の相方→@Bh0bwb Roselia🌹→あこちゃん その他ガルパ、グルミクします プロレス好きです 1600行けました,pikmin,0
B,2021-12-29 18:35:54+09:00,999236352,もふもふ首輪🦊,MofuKubiwa,2511,twitter.com/MofuKubiwa/status/1476124808484364294,False,"スマブラSPアフォックス全一  
タミスママエスマ最高ベスト4 最高レート2000
SSBU FOX
・【作曲】【配信用PC組み立て】
・#もふあーと
・ACfA RTA 縛り
・鹿目まどかさんが好きです
やがて主人公になります
↓配信してます",other,0
B,2021-12-29 18:36:01+09:00,4007808133,スラビィ,kirby_slime,453,twitter.com/kirby_slime/status/1476124841225109506,False,カービィとスライム(DQ)を愛する男/NURO光/スマブラSP(エンジョイ乱闘&TAありガチチーム勢)/ツイート数多いのでご了承ください,other,0
B,2021-12-29 18:36:17+09:00,1368114782163722242,Suzuran,zurasb,54,twitter.com/zurasb/status/1476124907256033284,False,スマブラSP/ジョ/神アイコンはAyaseさん@ice_reg_から！/大園桃子/BAN FD,other,0
B,2021-12-29 18:36:26+09:00,1398816980694568968,ひやっきぃ🐒減量期,Hiyakkie_ssb,83,twitter.com/Hiyakkie_ssb/status/1476124946426626048,False,SSBU ディディーコング 16期最終1506 おまかせ10先通算1勝9敗 1年とちょっと休止 りゅーおーメンバー🐒,other,0
B,2021-12-29 18:36:30+09:00,1388888441429979138,jon_@社不窓,God19191119,52,twitter.com/God19191119/status/1476124961299644418,False,スマブラ下手くそです,other,0
B,2021-12-29 18:36:37+09:00,1220340719438532608,zeruelu,zeruel04469173,48,twitter.com/zeruel04469173/status/1476124991662211074,False,エヴァは見ての通り好きです 後はスマブラしてます(持ちキャラはセフィロス、クラウド 、ソニック)もしています 無言フォロー失礼します,sonic,0
A,2021-12-29 18:36:47+09:00,1359763727768166401,MTF/まろりん,marorororororo_,629,twitter.com/marorororororo_/status/1476125032808329217,False,JC2(14)♀ プロゲーミングチームMTF(まっちゃぽふれんず)所属 お金持ちの人がタイプです！サムス使われ さぶいろいろ 特に誇れる実績はないです。ミュート推奨,other,0
B,2021-12-29 18:37:01+09:00,2228418962,カキヌマ,LosandAlex,365,twitter.com/LosandAlex/status/1476125091302109191,False,ボドゲとクイズとスマブラ。時々ダーツ。YouTubeは大体QuizKnockとカプリティオ見てます。KatanaZERO RTA練習中,other,0
A,2021-12-29 18:37:21+09:00,618088949,レフ,leafwing1,61,twitter.com/leafwing1/status/1476125173506256899,False,"スマブラ
イカ
KH",other,0
B,2021-12-29 18:37:23+09:00,318991483,こげろー,kogerooo,6415,twitter.com/kogerooo/status/1476125185644560385,False,人です スマブラfor/SP/Ultimate 大会観戦勢 Spectator,other,0
A,2021-12-29 18:37:36+09:00,1205402905089458176,ADO☀🍏,ADO_hinatazk46,250,twitter.com/ADO_hinatazk46/status/1476125236903182336,False,日向坂46が大好きな金村美玖、東村芽依、宮田愛萌のヲ。Mrs. GREEN APPLE、Official髭男dism、GReeeeN、スマブラ（Main:Sonic）、みんはや、金田一少年の事件簿なども好きです。フォロバは怪しい垢以外します,sonic,0
A,2021-12-29 18:37:46+09:00,1185575795814584320,よはね,zThuuCRmbVMbitG,366,twitter.com/zThuuCRmbVMbitG/status/1476125280909815811,False,素晴らしき日々,other,0
B,2021-12-29 18:37:52+09:00,4804223522,far,far_smash,140,twitter.com/far_smash/status/1476125303617761281,False,あんまり皆さんの興味のないことをツイートします。スマブラ、プリコネやってます。,other,0
A,2021-12-29 18:37:56+09:00,1371799297994285058,しのはな,shinohana74,0,twitter.com/shinohana74/status/1476125320604717059,False,スマブラ出身の格ゲー初心者。主にスマブラSP(トゥーンリンク)、MBTL(琥珀)、GBVS(ヴィーラ)など,other,0
A,2021-12-29 18:38:02+09:00,1250463004258263040,メリーさん,merimeriMerryX,41,twitter.com/merimeriMerryX/status/1476125347678928896,False,スマブラ始めました,other,0
B,2021-12-29 18:38:03+09:00,1332477399926067200,ダイズ,niigataPK,78,twitter.com/niigataPK/status/1476125349251784714,False,"スマブラ用アカウント
ソニック使います！
パックンフラワーは庭に埋めました
ポケモン剣盾:最高レート2046(引退)
スマブラ:まだまだ弱いです",sonic,0
A,2021-12-29 18:38:46+09:00,763362675933847552,.,naides_,152,twitter.com/naides_/status/1476125531896946689,False,裏スマメイトランカー,other,0
A,2021-12-29 18:38:53+09:00,1316601772933214208,麗ァ！,yapasuma,438,twitter.com/yapasuma/status/1476125562930614274,False,ウララァ！です/スマブラSP/メインヨッシー(クマメイト17段)/ヨッシーミラー最弱の男/フリー対戦よろしくお願いします/マリパ始めました/公務員試験に合格して3月末までは平日昼も暇してます,other,0
B,2021-12-29 18:39:07+09:00,980449925241618434,あまやどかり,isatukitora,120,twitter.com/isatukitora/status/1476125621080457217,False,スマ,other,0
B,2021-12-29 18:39:24+09:00,1378319162146099201,華鈴,MeisterCoD1,24,twitter.com/MeisterCoD1/status/1476125693084073990,False,,other,0
B,2021-12-29 18:39:44+09:00,1330923929729286144,G紅茶,Gkocha_sheik,20,twitter.com/Gkocha_sheik/status/1476125775623786501,False,スマブラ ： シーク ⚾️ 檻 サブ 垢 @Gkochasub,other,0
B,2021-12-29 18:39:48+09:00,735756526866964480,escridao/Seiya,escridao_lol,630,twitter.com/escridao_lol/status/1476125793533435904,False,"LoL/SSBU/Wild Rift/observer/Coaching/HS/LoR/Sudoku/RWBY 「お金出して大会をすることだけが""esports""じゃない」- 2016",other,0
A,2021-12-29 18:39:48+09:00,2512654322,そーめん,somen25612,1016,twitter.com/somen25612/status/1476125790681300996,False,ゲームの事しか呟きません。スマブラ あぺ アークナイツ ウマ,other,0
B,2021-12-29 18:39:56+09:00,928945784187273216,あいくすき,taisenaite_0nin,139,twitter.com/taisenaite_0nin/status/1476125826030903298,False,"スの者
yot clubが好き",other,0
B,2021-12-29 18:40:08+09:00,1287158524343013376,kone,kone_no00ob01,212,twitter.com/kone_no00ob01/status/1476125874705829889,False,"最強フォロー必須 @ivuSaintLaurent
アイコン@HaL_3616
MTD",other,0
A,2021-12-29 18:40:08+09:00,2889958789,たろす。,lnra_sky123,117,twitter.com/lnra_sky123/status/1476125877549543429,False,手取り月500万円欲しい,other,0
A,2021-12-29 18:40:18+09:00,1092677384677974017,ヤマナクション,yamanactionSSBU,2565,twitter.com/yamanactionSSBU/status/1476125917395419138,False,SSBU Luigi Roy,other,0
